3.570898380845796694e-01,3.574642678843570343e-01,3.491713108554758138e-01,3.562320135137309052e-01,3.524812207341564974e-01,3.553279012281602145e-01,3.562858687352040699e-01,3.553603744144507304e-01,3.556793991891070150e-01,3.592205867588701418e-01,3.597683025056170880e-01,3.621975359752825918e-01,3.640124860677986796e-01,3.625534774940662452e-01,3.550807578330180125e-01,3.493346863696035753e-01,3.615919494609061702e-01,3.629380894705515614e-01,3.514814926362175851e-01,3.668183391922604786e-01,3.590496305184859849e-01,3.460289980642576313e-01,3.521454271716470408e-01,3.582243813045792868e-01,3.578683581581771356e-01,3.635268350012756389e-01,3.617299989062066623e-01,3.574026394234967041e-01,3.563479723697173251e-01,3.493244006527269074e-01
4.560876819770107726e-01,4.535008404325775455e-01,4.560874851063295710e-01,4.521824078937468072e-01,4.522607304948782492e-01,4.529897423103954046e-01,4.571844419457348763e-01,4.409841813633476604e-01,4.492584061891966574e-01,4.588637551004842163e-01,4.595521580931704597e-01,4.660919142872601006e-01,4.588934812553869258e-01,4.658524089125814505e-01,4.561471944785802091e-01,4.509037838250996022e-01,4.701681717501398627e-01,4.574628527248601473e-01,4.608070700748855830e-01,4.582237247688640269e-01,4.535874413097527036e-01,4.575961270361132982e-01,4.589879022144536247e-01,4.535775180452540911e-01,4.603590077035210060e-01,4.462132140280835046e-01,4.709165045561605756e-01,4.566713562654833858e-01,4.532638829134784664e-01,4.469688355330841967e-01
5.604727276247082335e-01,5.688305834595329680e-01,5.711126992648727363e-01,5.727511831186865576e-01,5.671465549944361140e-01,5.759595331491216275e-01,5.749790041373439298e-01,5.863887336792090732e-01,5.771260308375902870e-01,5.888539865812956187e-01,5.810139301999763806e-01,5.747124989758052305e-01,5.824771807807759272e-01,5.845308666495775407e-01,5.769654410978374282e-01,5.818427822371066149e-01,5.717848888116794370e-01,5.814012379034184663e-01,5.728718960267061844e-01,5.727904997580282043e-01,5.737357973500445407e-01,5.641508837806942234e-01,5.667310888119643231e-01,5.712915380673521115e-01,5.798620073895965898e-01,5.782133078767572876e-01,5.885973845869125753e-01,5.728310564703896768e-01,5.718982347241288178e-01,5.805032243168658512e-01
7.159053773706440804e-01,7.135274928319971233e-01,7.263545466831206054e-01,7.242127657706748378e-01,7.374550003082259719e-01,7.319675311995411660e-01,7.353379633163771301e-01,7.380576877016266080e-01,7.486100220772453628e-01,7.250754096343415833e-01,7.281894158701972541e-01,7.410277261182541819e-01,7.377966738760154408e-01,7.309927860076109729e-01,7.238451599735602482e-01,7.272097580286188689e-01,7.300989219613959191e-01,7.207606873579766038e-01,7.078768722373254274e-01,7.198564723891592854e-01,7.284049857975702924e-01,7.256783971172739989e-01,7.205502746336686082e-01,7.362066642490093793e-01,7.409635026413329273e-01,7.105872878002177373e-01,7.332322770912843568e-01,7.462731521031807924e-01,7.597287516747963654e-01,7.307716320081500960e-01
9.382648503501809234e-01,9.160590159524457654e-01,8.839546093129392323e-01,9.240753538348992491e-01,9.010243903852581671e-01,9.182017959479745750e-01,9.189876719159071339e-01,9.141978154032455173e-01,9.232620752983941026e-01,8.985016829472748379e-01,9.160280046941551291e-01,9.234945568036764252e-01,9.084163654095633866e-01,9.101641326636532581e-01,9.146654582012735402e-01,8.960711060751405110e-01,8.966448651198537512e-01,9.382712033365259163e-01,9.299196727204558366e-01,9.063416848046325081e-01,9.337327065605675047e-01,9.132123073484986753e-01,8.876312661129728276e-01,9.132479964877471268e-01,9.264057163865948574e-01,9.009143718847070215e-01,8.937583297122088100e-01,9.229101009393253507e-01,8.917889266709041474e-01,9.263850084797915496e-01
1.151742235540980985e+00,1.176018469905433683e+00,1.121474577851324650e+00,1.151259871735190732e+00,1.154309302046415908e+00,1.157918128183973661e+00,1.132874821806284515e+00,1.190011716627667138e+00,1.167849371815694592e+00,1.153627417318842552e+00,1.167116580017689476e+00,1.169033237966127903e+00,1.146430961661898174e+00,1.168684364985790980e+00,1.184259023645167108e+00,1.168333387813192292e+00,1.138267571544265833e+00,1.151175794316339207e+00,1.161633576995227513e+00,1.135208187718365291e+00,1.153784946860015426e+00,1.182562533345461242e+00,1.173477247738252016e+00,1.180675353990298992e+00,1.172265656646075405e+00,1.144444748317609895e+00,1.207295500551612166e+00,1.169006932545253452e+00,1.153138823652225531e+00,1.200913468144979346e+00
1.528307237412485309e+00,1.474359818604104255e+00,1.538790657244163418e+00,1.508112307545810493e+00,1.522470507991327215e+00,1.539442511870816155e+00,1.504099019272046922e+00,1.513997234894404631e+00,1.484741444529696697e+00,1.504582510393017936e+00,1.539415863691937947e+00,1.604086427344643795e+00,1.507835166720446374e+00,1.541523713165878995e+00,1.514318870376970549e+00,1.510535280532573799e+00,1.531577027397247104e+00,1.522250195834237596e+00,1.467754187189975745e+00,1.517212266374834639e+00,1.426979218364779367e+00,1.499965944646448168e+00,1.479674347796365641e+00,1.484488480292509127e+00,1.506202252506877892e+00,1.531496516877864700e+00,1.512955546178386346e+00,1.508336056758399879e+00,1.498798094325880292e+00,1.531201387608571718e+00
2.051809572203827425e+00,1.970575628207008156e+00,1.983127991772805965e+00,2.004783205039319505e+00,2.097734354763205467e+00,1.965645594167910959e+00,2.040059632561480818e+00,2.061518421271669954e+00,1.979121358263300490e+00,2.035994224538427044e+00,1.930902995552832513e+00,2.099431466886476194e+00,2.133669540024437428e+00,1.984005228740219895e+00,2.017435468274478172e+00,1.965273939948235071e+00,2.019672886087501951e+00,2.022253334241562950e+00,1.931699981686866296e+00,2.017310593655109230e+00,2.009109390202745260e+00,2.001747790438269892e+00,2.047780032256500071e+00,2.000581569761277656e+00,1.962492180130337660e+00,1.992887594743464774e+00,1.980595909771933005e+00,2.010986525278798620e+00,2.016532514187392877e+00,2.038784132877184518e+00
2.881825876024199040e+00,2.771416130551973556e+00,2.955065953294134129e+00,2.799117427296293759e+00,2.958072823382101646e+00,2.714510248323243502e+00,3.032234676841440546e+00,2.660239755625573466e+00,2.909838664900639138e+00,2.832817409864972991e+00,3.060331506946420976e+00,3.017423185286729925e+00,2.922957071584372457e+00,3.017221634251642026e+00,3.028900694228545021e+00,2.945329835466928614e+00,2.737183412394148974e+00,3.082755188191854234e+00,2.586678546565090553e+00,2.891743445566631987e+00,2.998260075292721538e+00,2.756658433398167851e+00,2.995996625023423121e+00,2.989150441297336869e+00,2.822635039972856585e+00,2.826642793680895771e+00,2.971454058037673374e+00,2.931342081021114598e+00,2.760259887527445777e+00,2.868091882595677156e+00
5.953977930650379058e+00,4.147209643923606137e+00,5.434880581551958301e+00,4.363368687756141284e+00,4.897852285384198368e+00,4.357863176929404503e+00,4.994262491022700701e+00,4.830803819659216458e+00,6.170159921218824728e+00,5.506169785987196974e+00,5.012856870315970603e+00,4.561296529321046123e+00,4.632449167492687536e+00,4.673758257721694953e+00,5.061016342915182875e+00,5.474806911365715401e+00,4.800438909788781849e+00,4.700280946264674853e+00,5.047968021096651547e+00,5.440230449651684452e+00,4.605997933916643028e+00,4.932495468585666565e+00,5.026935032602347420e+00,5.175992701564970488e+00,4.772498239256091956e+00,4.961230416829199186e+00,4.777854386500488104e+00,4.907258702742742784e+00,5.189425427679202230e+00,4.673409307624159403e+00
