3.580068244779158193e-01,3.574756302378493955e-01,3.546769144658171724e-01,3.550789892096677947e-01,3.603603913470969644e-01,3.522648698157484493e-01,3.577413717849064478e-01,3.539154935453981410e-01,3.563693876895209778e-01,3.540913776193070350e-01,3.557261955810355203e-01,3.553699285680363973e-01,3.542416510930124773e-01,3.569193680745363917e-01,3.551482522800158970e-01,3.559945929165023171e-01,3.537300614650821795e-01,3.551519014932081886e-01,3.564772266605223394e-01,3.576776107752969169e-01,3.535904551431108822e-01,3.542600036462486557e-01,3.563986420298784763e-01,3.567428866217751127e-01,3.544351946913092966e-01
4.021151023844163896e-01,4.021588858385053977e-01,4.010306719575801870e-01,3.973283603721031731e-01,4.006941763953133506e-01,4.028601877235574724e-01,4.061480724513674700e-01,4.024912969608825941e-01,4.009192834902309821e-01,4.069542859617371611e-01,3.981998810586484527e-01,4.001375949445059588e-01,4.061821132948446600e-01,4.037797648166283060e-01,4.024397936183447544e-01,3.931472287776353047e-01,4.027785284800207699e-01,3.936488790873131638e-01,4.062326443477239923e-01,4.003121404165548847e-01,3.982371531567879264e-01,4.005613871808655913e-01,4.015904990486856008e-01,3.917729023014993595e-01,4.050480148296001226e-01
4.453801549584950337e-01,4.503642374817657945e-01,4.565805056266222794e-01,4.536942961884266601e-01,4.511765934737704264e-01,4.571739266982465244e-01,4.514806317064474772e-01,4.486404033838743421e-01,4.594086223907218880e-01,4.517058180809850332e-01,4.464628196448792163e-01,4.468442777387873766e-01,4.494271399518005583e-01,4.482818162212178770e-01,4.565001379917657531e-01,4.493490285035711684e-01,4.412560992515244251e-01,4.450990436893189073e-01,4.519200378520219497e-01,4.510663205408131926e-01,4.574846633956562436e-01,4.485961231076049938e-01,4.513727167980757238e-01,4.407925724250246757e-01,4.455339078702394984e-01
5.022858406676563581e-01,5.104685554531147584e-01,5.022079853628587109e-01,5.026812246037020149e-01,5.072494562933556050e-01,5.029900201386459102e-01,5.071149916507882160e-01,5.025950759213961838e-01,5.079804098433055026e-01,5.038414632419987438e-01,5.052653929236378127e-01,5.059969806337657472e-01,5.103173613071410042e-01,5.020496507959348875e-01,5.014164145652461047e-01,5.084417673924511716e-01,5.143284656421521772e-01,4.939201637476540174e-01,5.014657354288766244e-01,4.952019645925629932e-01,5.031339450412350978e-01,4.962867338484884261e-01,5.037364495281022592e-01,5.047092187390161966e-01,4.963486318281660203e-01
5.677200035384231125e-01,5.644279264350696712e-01,5.576603937876527528e-01,5.637250749010352946e-01,5.718483663939242234e-01,5.670349078859596714e-01,5.605836097459602207e-01,5.630439577550084840e-01,5.668330180176612831e-01,5.650020312853286653e-01,5.666723913443495464e-01,5.582090303902897954e-01,5.574584434906634245e-01,5.676422663527783685e-01,5.649857858373800168e-01,5.518326365943277967e-01,5.630352817914773267e-01,5.728322872609986627e-01,5.640196463530348092e-01,5.655021659958056057e-01,5.583397910617972082e-01,5.723797805639734282e-01,5.595320192142503313e-01,5.577150179442639244e-01,5.610040952255894720e-01
6.287538876997380566e-01,6.388674838371767306e-01,6.346636099460875036e-01,6.272689999373793901e-01,6.341221494300416373e-01,6.225224462293394989e-01,6.380796217586074404e-01,6.293462872636135241e-01,6.302136031303231523e-01,6.272283142962461477e-01,6.291321716004546483e-01,6.252887095013709429e-01,6.197639371256471463e-01,6.200776826926591712e-01,6.186817854594796051e-01,6.277461599423126426e-01,6.219038421466303035e-01,6.205706943944778731e-01,6.308337119572575702e-01,6.339532404591134984e-01,6.302445122608070216e-01,6.197646078069076747e-01,6.279627275278358844e-01,6.397784997193911583e-01,6.304754783063013512e-01
6.978356180682130372e-01,6.966055184435763215e-01,6.882288786991421770e-01,7.068779419972865963e-01,6.998874399630905518e-01,7.090372583566870723e-01,7.119840632111644751e-01,7.130979423108338988e-01,7.047026900523459814e-01,7.092357241815513413e-01,6.949270044594580975e-01,7.142758383965449598e-01,7.103610988400484993e-01,7.049985636412099410e-01,7.047578338976917545e-01,6.934212035521979400e-01,7.088279789746128046e-01,7.089011703472991588e-01,6.857750474719999101e-01,7.044711654389690381e-01,7.216768542255663776e-01,6.922146193809477488e-01,6.947069687521650883e-01,7.178050078025610681e-01,6.955126953729985351e-01
7.702081667009390564e-01,7.784203263692121011e-01,7.872700435992094903e-01,7.867805796460928258e-01,8.029664523163905221e-01,7.981003213805444307e-01,7.847118491118839634e-01,7.775546651814064791e-01,7.846852972978090035e-01,7.796083908431314935e-01,7.956134639008263232e-01,7.818279344830343369e-01,7.959705970855793788e-01,7.745361811342467151e-01,7.751978950830015203e-01,7.870846094271274351e-01,7.933469559142689587e-01,7.831320694034000773e-01,7.980284195163748207e-01,7.860115740438397003e-01,7.783661238443231323e-01,7.828191639560925230e-01,7.803193580678697838e-01,7.840149924691990346e-01,7.862232996081076619e-01
8.812385605692745205e-01,8.785119239056995433e-01,8.626892808343036290e-01,8.845314795672286623e-01,8.698900520276477977e-01,8.829436513315602753e-01,8.682611796276545890e-01,8.723540609178018768e-01,8.604513178530545092e-01,8.767780019395757796e-01,8.773892972978322158e-01,8.814995597488037848e-01,8.762862060037642786e-01,8.732811077107525133e-01,8.717417554461984741e-01,8.842075113019272070e-01,8.576288343539851811e-01,8.635867416296559851e-01,8.757727344345187515e-01,8.718627350514722707e-01,8.623032710706403092e-01,8.605284738089494789e-01,8.686904693611013917e-01,8.681492469333058626e-01,8.794227777190849471e-01
9.757666445730597271e-01,9.981618752727261512e-01,9.843970940221923316e-01,9.854498357679020160e-01,9.805905068590565765e-01,9.778159710297776863e-01,9.805249793857434559e-01,9.674444378691937629e-01,9.875255596079720588e-01,9.583562952844875138e-01,9.599820620864653042e-01,9.701780582712351553e-01,9.685055641208820676e-01,9.926640258655752280e-01,9.656336977581256864e-01,9.888616795592228836e-01,9.810334594959151389e-01,9.681848871082038288e-01,9.801208468989434097e-01,9.805807353749901312e-01,9.600569786061230459e-01,9.695689354089335188e-01,9.948701180939817368e-01,9.785411211640314688e-01,9.660768775774487560e-01
1.087479851049628188e+00,1.127202768494900198e+00,1.078880516710042370e+00,1.110408239665504171e+00,1.085520560593210115e+00,1.097861184085358266e+00,1.082975284212283285e+00,1.081820118938447983e+00,1.098701565241344991e+00,1.104763034781779618e+00,1.098238144079342504e+00,1.082438627311117285e+00,1.124587124753062772e+00,1.087414789642679791e+00,1.089381071926988520e+00,1.093703321322999189e+00,1.100628885007134627e+00,1.081811179377984766e+00,1.075929856485442482e+00,1.101854109510526536e+00,1.097593926998554625e+00,1.090628209275952498e+00,1.096849834712216198e+00,1.087740488838525144e+00,1.094390902039541924e+00
1.265452030379769388e+00,1.221547745083896741e+00,1.232873407254054809e+00,1.206110007273237361e+00,1.214878445489357750e+00,1.254964560375208871e+00,1.240668910341190756e+00,1.233599952739697247e+00,1.234891006528294310e+00,1.224908523994109544e+00,1.218503400397952241e+00,1.219717581416871255e+00,1.210661807855931249e+00,1.242930088147736090e+00,1.231678956446940587e+00,1.202519523339140806e+00,1.222148142747718769e+00,1.241662414378915669e+00,1.258845128064766117e+00,1.246306985048142746e+00,1.241078223373642375e+00,1.229065303046440683e+00,1.194608792657064100e+00,1.249573586577813256e+00,1.235260427548171780e+00
